10412902	method	25780106
11250688	background	4372634
1868361	background	11961140
19944582	method	10201802
31155351	method	15964089
8442418	method	12781225
5516281	method	41471488
1353279	method	51786058
6785922	background	22644025
2248838	background	22657113
3406977	method	10099263
1051271	result	32075007
207507901	background	335362
1626201	result	2640186
15734791	method	23566206
6869675	method	15569103
21652967	method	11956135
9198750	background	41829431
7785605	method	724034
4939040	background	205276370
44248686	result	15524538
8443809	method	410286
49907777	method	34672181
12576148	result	46779073
7043843	background	37091
6437542	method	5467188
35165327	background	39791090
7253710	background	6480222
18057390	background	2426049
20366769	background	753383
5760186	method	44449886
11967889	method	13961612
7209899	result	23940829
206723942	method	13932772
205205798	method	22073495
33121733	method	22348486
361063	background	16521296
9207133	method	28032684
29554104	method	19653152
218743142	method	2077722
6290164	method	7686706
11968809	method	43035961
2166461	method	11080756
7246866	method	29005038
2120144	background	36225270
19350507	background	31309184
24000530	method	4026705
1364158	background	5603218
6463417	background	22832241
14292779	background	49363664
4636022	method	6072436
5184872	method	7725217
23943819	background	46483875
22057906	method	35140442
8529456	background	36892967
11529966	background	39705074
4465621	background	23102507
7002633	background	4236419
9344782	method	1894693
18456063	result	32454714
15059577	result	10735667
1159527	method	3917387
3341390	background	17043375
10879779	background	12970713
15707841	method	24140937
4678831	background	4695966
4969893	result	37428806
31054596	result	27405747
28138687	result	25186388
11044995	background	220290080
3821194	background	2367664
6954770	method	33809429
49582141	method	15164501
206921592	result	24134988
24846933	background	18006403
6363030	background	18117106
24743635	result	10174624
15914921	background	21038489
6266651	method	15278180
1776316	background	25153237
23587225	method	24205890
36303478	method	8470067
927000	background	205275576
21077056	background	21646706
31714304	background	10499233
145128982	background	4421681
2691263	method	28329379
8062026	background	13537050
36904623	method	25133913
14463413	result	639573
7803946	method	7059091
30480492	result	20916685
12472408	background	26671465
32180324	background	23967527
14382293	result	32194483
7033023	background	12529495
33064193	result	2050442
2976533	background	9357586
6994601	method	1071297
7043843	method	24082310
12950895	method	4824991
3383795	background	19267628
16748180	result	38445537
15409263	background	22827871
16144998	method	16928076
16285052	background	17549196
305007	method	23713866
3072237	method	16674199
164220	background	1310133
27173231	method	30781162
16216474	method	34820179
10213896	background	19484935
7456944	method	21383801
3618104	result	14708676
112308762	result	32600346
11468159	method	7203524
8453448	method	2917313
25708887	result	15300231
4571756	result	21113718
2630571	background	6414640
19643579	background	31525164
31921984	background	135635850
25613591	result	34453600
3957868	method	3778906
14308337	result	932608
6304873	background	470829
205810883	background	23189607
17265025	method	13959720
14085981	background	1196864
14513734	method	39106614
7281340	method	14273261
1397756	method	10413509
13898869	method	11538484
23941776	method	31236399
11454816	result	16248408
8207381	method	85645041
19783287	background	4662837
5245916	result	23080170
27683333	method	7910991
22507836	result	29084783
3923899	method	19124726
23607413	method	37282140
14129447	result	35007951
18875738	result	21530719
310321	method	2700202
14013486	background	7368049
17924918	background	9331856
6080286	method	35205111
6577531	background	33213310
20367174	method	5895953
27595471	result	3200243
41888771	method	25534381
3631295	result	9068128
33187989	background	18862953
30594923	method	12054955
40017496	method	32287460
2456823	method	8847050
4636578	method	1763881
11838254	method	3546218
3407809	background	4860740
49223415	background	24604998
42380577	background	46352984
24348433	result	17847950
3445128	background	29943743
21876014	method	22150579
45089827	background	20883888
3023629	background	215494251
11707510	background	43213335
16825724	background	19795939
9167516	method	40129184
3243860	method	40260048
9221259	background	3078185
42082653	background	4537635
6053076	background	11736184
11068383	background	10591349
207255062	background	23491314
6552256	result	16410757
476200	background	43153261
15775669	method	19928462
580648	result	45879933
206744535	background	2397579
9556204	method	8233240
7905764	method	10114637
13712889	method	14014678
10240697	background	35336232
205172091	background	18149850
13120417	background	205386141
27376474	method	16311441
10924010	background	36934425
2921159	result	52065562
24970276	method	18986350
21994369	background	24962663
32305591	result	11749553
840723	background	4833634
36913168	background	5650753
14045061	method	8781093
17489762	result	30489169
7200543	method	37326984
9249343	method	17099268
4411540	method	19948053
27743041	method	1818494
16877665	method	7954846
26335912	method	35166486
9989977	background	11678342
21120559	method	33738277
16157650	method	12342870
14217664	background	32804647
15066418	method	34484472
2240864	method	23136447
25255039	result	32954496
11624992	method	22888581
6539416	background	422423
10086055	background	19144975
16308741	background	39386059
9190919	result	44316277
20721036	result	5874083
17167330	result	32415701
3214112	method	26111520
9638110	method	130033
37768987	method	39616509
4825254	method	1337500
9126549	method	14134385
59857468	result	18045292
42259334	method	45433561
11262388	method	17389562
38338700	method	7553455
21802644	background	26368839
1396300	background	15360682
40811053	background	14719714
22083053	background	192439
29290930	result	19350858
1305749	method	28855870
12251332	background	1063963
864015	result	24475665
13876443	background	24535225
16774529	method	1191258
21379979	background	26041101
12379738	background	23361398
8366710	background	2547490
16101352	result	46032916
30853908	method	23962675
14230366	method	14827243
45824731	method	32655602
43938857	result	35449411
205674138	method	42943334
11882086	method	14224
8154468	method	5736984
14950405	method	40203418
4850419	background	36064817
51912787	method	51902712
25163173	background	14878045
14738749	method	19025072
20693720	background	27440872
14108917	method	4980064
6633304	background	46427714
35763532	background	29912474
13142408	method	2368162
35087866	method	7125879
8387539	background	21360218
491679	background	46028062
12861003	method	8857970
2224914	result	9820348
49485832	result	1848582
7305064	background	32722087
23548493	method	20428099
6615721	method	6445892
33712961	result	22698485
23819442	background	14977749
2954961	result	23880391
15142773	background	2982761
25821023	method	27656271
20289547	method	12646666
17695700	background	42249377
174013	result	8277288
13285199	method	6936944
14475636	background	4352019
15899628	background	3139243
7729658	result	5783335
245671694	method	14744341
205680410	result	207058488
4773349	background	13955920
41885560	background	39294772
41469780	background	9562564
14245628	background	12283253
9055509	background	23079449
5031809	background	31809361
12446604	background	2144545
2380727	background	11006521
2785333	method	25250829
24054160	method	13609802
4398718	method	2757182
12099622	result	22890401
51759755	background	20375021
3805276	background	1272688
17556313	background	22984450
207657644	method	14937958
22329551	method	13131970
10180676	method	35628747
44154413	background	7562142
577130	background	23555399
11525759	method	40810254
1110825	result	27113093
14396078	method	14848935
49268476	method	9785601
134066	background	757795
10068518	method	13146242
7368180	method	7175406
2905155	method	11549423
23390236	method	2349223
32416583	method	19026045
262013	method	21311260
206669292	background	22050055
6703211	background	355427
24030440	method	24316407
3927050	method	41898710
2477172	method	30347874
24477915	method	27301817
2277025	background	40332763
208526311	method	7892769
7462732	result	10308760
1897314	method	24432103
25212147	method	21841422
12558269	method	12118146
10512693	result	2211939
14193444	method	15276159
19038012	result	7059689
3350015	background	17216202
34685471	background	2520151
16247539	background	20965985
18357792	background	11608263
14218119	background	15705187
14806230	method	4300620
36305696	background	26193185
12097250	background	25024108
63799114	result	1921738
9955275	background	51693496
553293	method	6628106
13845503	background	1390530
23221813	result	20549160
32480538	background	16567405
45301508	result	5773232
999053	method	30571585
9097963	background	7692113
79015	background	13064570
13648760	method	43503123
11724225	result	23375194
205422017	background	19137162
3028518	result	8056004
19498892	background	44761363
18213841	result	2222133
25888252	method	205226924
18755162	result	23904413
21980245	background	31241440
3961329	background	3231441
1618048	background	8188246
12142765	method	8911258
1133605	method	29110105
14667594	background	43041261
713059	background	19550563
8141999	background	29975339
25136364	background	24898368
23000752	method	10032496
14370583	method	46564473
36936635	result	21020254
8295617	background	4581894
13548899	method	1946396
35163011	background	16307485
10372957	method	20826112
14993801	method	553962
