4497697	background	14803979
-1	background	11296078
2620415	background	1624645
5739473	background	44298169
12077514	background	10423829
14209091	background	36129615
14255637	background	205619665
17023521	method	9342690
13920007	background	19027999
10662006	background	13343318
32638214	background	36130057
14197612	method	980797
7250856	background	42453761
8906538	background	17871230
22112821	background	9861903
5901627	result	31538480
1347813	background	6927916
4014860	method	24721909
1372421	background	43999141
4787195	background	12503912
7661896	result	-1
1733073	background	25728039
14378261	background	10353265
4358952	background	7856662
2460834	background	6596324
15404177	method	14603258
481259	background	205468214
9306162	background	13228211
51331631	background	28839863
27412918	result	17339805
9396605	background	36448312
11044995	background	220290080
33876709	result	22821519
9449165	result	22776426
13871422	background	220642
7203211	background	13966055
51629832	background	3448943
23229078	background	295369
4559832	background	25076276
18107973	background	19812460
11318802	background	206660744
23823227	background	41508331
41188520	method	8000929
83105777	background	8404429
552382	background	2138897
7384152	background	27058985
6510049	method	14638284
14095275	background	23960792
14360696	method	6770585
86022	background	18669687
2031758	background	8630085
12618861	background	205468214
206978332	background	23847755
12937970	background	20068533
7097837	background	20035560
5827869	background	2955476
4636578	method	1763881
16688748	background	18132739
8998698	background	8403553
35158506	background	24392751
453426	method	45602744
20066345	background	21618087
30999674	background	1756996
205546805	result	198154935
3922405	background	4637038
9040566	background	12974193
25974576	result	14952414
7241201	method	40943426
14013586	background	19114736
10028019	result	36518477
16325565	method	19960445
11767288	result	31522070
5354583	background	9500178
46967778	background	45344053
576717	method	33237347
7599262	result	45121386
33431458	background	36756571
19175079	result	27903793
11539845	background	1739058
23865084	result	45735582
3549693	background	15458545
15800193	method	12995903
14089642	background	17162195
15284549	method	9234219
19011969	background	20960396
13857532	method	15866651
36910813	background	17844965
10537422	method	33245458
14209373	background	534185
4613947	result	17124861
9506106	result	24114080
27642888	background	20578794
50786484	background	3022462
14189026	method	15230568
2627280	background	633884
2863642	result	23739782
6892008	background	21834090
9237633	method	14284239
31825515	background	2876102
757902	method	27707423
14427494	method	6426284
16549900	method	17201716
17357995	background	17358585
24899382	background	45760337
14174816	method	31846522
12937970	background	20068533
27728078	background	37585123
3999753	background	8380231
13902018	method	2367726
2461178	method	11077516
16153048	background	44872805
3538620	background	24305243
5125454	result	-1
18663247	background	8101613
10372957	method	20826112
7185691	background	13945212
8945487	method	17814249
11655583	background	11312614
40866409	background	21845027
9127186	background	2312745
14315796	background	21403120
32878212	result	33025343
24399475	method	5487900
36020310	background	29574362
51613971	method	13218688
7424046	method	14206225
1733073	background	25728039
8137037	method	8035628
10997808	background	24276686
221671596	background	36277717
6758600	background	34338229
274963	method	1599605
7987849	method	8729004
3534641	result	22742910
24563399	method	23833288
14272200	method	49226949
2625645	background	266041
14462873	background	11267800
30133954	result	-1
10001579	result	1624339
34685471	background	2520151
10998350	background	18372269
56218174	method	15012079
38977640	background	3651439
14128674	background	1895870
14636619	background	36858163
15410429	background	23873844
7367356	background	4346123
3727611	method	16559231
205912568	background	41520492
13166014	method	28616048
205873439	background	6328882
12167578	method	8172552
9553317	background	2458350
146550	method	30371141
14450379	background	36551049
18917275	method	44335405
19175079	method	27903793
2142601	background	44449174
207106618	background	44116630
14416162	method	473917
17892432	result	25355698
5813653	method	18577608
10486127	background	22141467
14793522	background	4353444
18519911	background	96452750
15932058	background	1394000
12532985	method	25973387
8736082	background	17932136
11884650	result	26326476
27485221	result	23846501
39059390	result	24070840
19417694	background	24360024
8564920	background	35566737
15978493	background	24404822
14109578	background	14202725
18519911	background	96452750
12776321	method	20417812
4636435	result	132642
10065153	background	1914613
6367157	method	11760310
14399684	background	27735815
16008552	result	9812133
41300172	method	206098989
2271826	background	2067308
10698195	background	206460896
18934249	method	9983774
31062054	background	25336661
5214843	background	4619217
15642999	background	12896406
296427	background	356780
15808220	background	3633388
13304916	background	41906269
9942120	method	7417218
205172091	background	18149850
5735263	method	23249023
25028016	method	16643575
34970340	background	29945962
9601330	method	26101648
15410429	background	23873844
14315964	method	24385285
26390553	method	10811707
27627241	background	39607569
206375431	result	-1
27323629	background	4501192
14306083	background	46359731
25232010	background	25313963
4562004	background	2256682
6309530	background	43162227
1337114	background	14808170
35677204	background	29288172
5909385	background	2068492
34005896	background	28986897
20754900	method	30121828
23573385	method	33902310
29807847	method	14279047
37333858	background	33287932
9638110	method	130033
1915294	background	4426309
7316868	background	1988853
206880263	background	207023169
10832973	result	20512216
9070446	background	35678784
41943302	background	5827581
198271	background	4414187
22904516	method	12763324
5626276	background	25550424
24519224	background	15138206
4862438	method	22775291
23091162	background	8402507
206204191	method	25360413
5244737	background	15471882
21733417	background	19607672
35400785	background	6606025
588520	method	25553822
37058854	background	24377216
20998786	result	6085529
7055710	background	207022208
30853908	method	23962675
28633729	background	2378380
818746	result	30291044
13920007	background	19027999
205810883	background	23189607
269191	background	4390352
13743980	background	34069739
10975073	background	24452562
19763738	method	34556688
206972175	method	5553704
15524845	background	2823424
9724201	background	10575047
32163273	method	908124
5449302	background	20807875
5626333	background	10283504
14238676	background	22702126
14109578	background	14202725
36913614	method	14821858
7246866	method	29005038
27323629	background	4501192
178437	background	1974104
14161348	result	27752823
6398486	method	41440891
4398718	method	2757182
206272811	background	30706820
9569682	background	14303851
9553317	background	2458350
205546805	background	198154935
17147091	background	36072365
15510760	background	6574343
14110498	method	34578003
12965040	background	13243943
23528946	method	208792156
14185036	method	10909248
10662006	background	13343318
13244195	background	16374142
11213263	method	45842517
21120559	method	33738277
41109810	background	32226442
21863478	method	46094844
205665865	result	34743204
482096	background	8197000
19842021	result	21207160
37912772	background	44417382
39225786	method	10298102
10960474	method	52818527
22783565	background	40050867
12379738	background	23361398
205740056	background	18399885
9150923	background	6199905
9294382	background	23490246
7521805	result	-1
11078874	method	25798673
37058854	result	24377216
13573151	method	18216738
6000813	method	3146927
13965146	method	42002456
16979976	background	33710366
5354583	background	9500178
207681496	background	9812648
63860191	background	10832416
205308108	background	4835905
2859395	background	10133932
19248119	background	5022622
5901627	background	31538480
16564015	background	24351616
291241	background	22832829
2581378	result	14507536
14297186	result	21863740
34412540	background	5073567
9646140	background	16361066
805877	background	25298329
9211529	background	16713901
14309004	background	8389547
14825469	background	25723943
38789408	result	23416287
14454961	method	15909213
5168234	background	22277260
144136	background	27066355
205994231	background	45803104
23361616	method	2819054
14122899	method	15779670
30228208	background	23710913
17795318	method	27314602
15501542	method	12107776
13687758	result	1643296
973304	method	11514679
1337114	method	14808170
19751411	background	4065714
4411540	method	19948053
40914235	background	31881549
7437598	background	33638937
25765664	result	25727477
16177999	background	15346470
13392727	background	670350
23621569	method	46763275
1774732	method	46296387
206978332	background	23847755
51331631	background	28839863
9506106	result	24114080
37814405	result	28328322
27956535	background	15904889
27397863	background	17405850
7118547	method	7405680
15686511	background	206934353
44633835	method	9231560
10834541	background	13408072
37333858	background	33287932
14175259	background	2135829
10630497	background	1370863
5177001	background	20708178
83060649	background	14001450
23271339	result	-1
8244743	background	21667754
30535447	background	25072993
1247220	background	26001500
16699731	background	17616228
14609761	background	24968051
38121452	background	19580143
26065935	background	1769195
205726005	result	25165953
7245369	method	564746
39059390	result	24070840
3881282	method	1421299
35165327	background	39791090
15019697	result	7567058
23651886	background	11871391
25706331	background	4495606
206920062	method	820307
13262837	background	2544910
26064060	background	37261464
4562004	background	2256682
13223875	result	40017189
20583710	background	23285360
3837216	background	24011003
2288523	background	17195001
33316792	background	22416750
1850134	method	2772170
13182786	result	38183384
15892577	background	21463708
36109661	method	20256483
9357312	background	5176735
12107402	background	13137436
38977640	background	3651439
3813879	background	28290367
14786427	method	1748928
7569510	method	5921566
15457105	method	2115088
8889592	background	19804119
7942176	background	7191043
1891079	background	16411778
26804337	background	28848766
10576666	result	2569881
23620502	result	35453156
50781790	background	206594692
31702257	background	37120315
6609688	background	15018288
5303501	background	19716778
35677204	background	29288172
41300172	background	206098989
41692410	background	29110792
3532328	method	8050140
37019807	method	12250756
6235087	background	41835498
7384152	background	27058985
205172091	background	18149850
3024607	background	11154988
145128982	background	4421681
16130588	background	4359363
21646121	background	30553562
5131669	method	4931852
4571756	result	21113718
17294449	background	14899618
274459	method	6630047
207857095	background	27673435
8047653	background	593681
4832454	result	-1
14399684	background	27735815
14513734	method	39106614
6794679	background	33883218
10660413	method	2796017
15854302	background	4412132
2089419	result	2995955
21646121	background	30553562
9373261	result	-1
22740719	method	207779686
2845700	background	6984824
9095993	result	8780587
11809544	result	9920681
12232393	background	12956879
15475439	background	582061
6849866	background	5181880
8595831	method	8097308
17328985	method	42726341
29676222	method	23446735
3697045	method	39977186
463465	method	12578570
10764669	result	24578548
18836459	background	12951737
22712694	background	28697754
